handle,name,platform,niche,followers,avg_engagement_rate,location,verified,fake_followers_pct
@123conandres,123 Andrés,youtube,music,11900000,50,,FALSE,0
@demarikiofficial,Demariki,youtube,lifestyle,11900000,29.89,,FALSE,0
@itsdayta,dayta,youtube,lifestyle,11900000,50,,FALSE,0
@pattymayotv,Patty Mayo,youtube,lifestyle,11900000,26.58,,FALSE,0
@the_firsttake,THE FIRST TAKE,youtube,lifestyle,11900000,33.89,,FALSE,0
@fvfamily,FV FAMILY,youtube,lifestyle,11900000,50,,FALSE,0
@vishviofficial,Vishvi Official,youtube,lifestyle,11900000,50,,FALSE,0
@clashroyale,Clash Royale,youtube,gaming,11800000,25.44,,FALSE,0
@zachkingcompilations,Zach King Compilations,youtube,lifestyle,11800000,50,,FALSE,0
@fixeye,FixEye,youtube,lifestyle,11800000,20.67,,FALSE,0
@annemarie,Anne-Marie,youtube,lifestyle,11800000,50,,FALSE,0
@lakhneetvlogs,Lakhneet Vlogs,youtube,lifestyle,11800000,18.77,,FALSE,0
@browney,Browney,youtube,lifestyle,11800000,50,,FALSE,0
@oddbods,Oddbods - Official Channel,youtube,lifestyle,11800000,29.23,,FALSE,0
@smartereveryday,SmarterEveryDay,youtube,travel,11800000,27.26,,FALSE,0
@bizarrap,bzrp,tiktok,lifestyle,11800000,8.01,,TRUE,0
@virginia,Virgínia Fonseca,youtube,lifestyle,11800000,8.83,,FALSE,0
@tommyinnit,Tommy,tiktok,lifestyle,11800000,7.57,,TRUE,0
@chrisbrownofficial,chrisbrownofficial,tiktok,lifestyle,11700000,5.4,,TRUE,0
@maneeshvishnu,Maneesh Vishnu,youtube,lifestyle,11700000,50,,FALSE,0
@slogo,Slogo,youtube,gaming,11700000,10.8,,FALSE,0
@markwiens,Mark Wiens,youtube,food,11700000,17.12,,FALSE,0
@betasquad,Beta Squad,youtube,lifestyle,11700000,50,,FALSE,0
@squaredmediayt,Squared Media,youtube,lifestyle,11700000,50,,FALSE,0
@chrisbrownvevo,ChrisBrownVEVO,youtube,music,11700000,50,,FALSE,0
@britneyspears,Britney Spears,youtube,lifestyle,11700000,50,,FALSE,0
@nikhilchandra7908,nikhil chandra,youtube,lifestyle,11700000,7.55,,FALSE,0
@simoneesimaria,Simone e Simaria,youtube,lifestyle,11700000,50,,FALSE,0
@exphub,ExpHub - Prashant Kirad,youtube,lifestyle,11700000,16.43,,FALSE,0
@babymonster,BABYMONSTER,youtube,lifestyle,11700000,50,,FALSE,0
@demolitionranch,DemolitionRanch,youtube,lifestyle,11700000,30.09,,FALSE,0
@freecodecamp,freeCodeCamp.org,youtube,education,11600000,3.32,US,FALSE,0
@makeupbyparulgarg,Makeup by Parul Garg,youtube,beauty,11600000,50,,FALSE,0
@endlesslove025,Endless Love,youtube,lifestyle,11600000,32.78,,FALSE,0
@lalalalisa_m,Lilifilm Official,youtube,lifestyle,11600000,50,,FALSE,0
@acdc,AC/DC,youtube,music,11600000,50,,FALSE,0
@tooktookvlog,Took Took  Vlog,youtube,education,11600000,21.94,,FALSE,0
@yoangelolo,yoangelolo,youtube,lifestyle,11600000,32.88,,FALSE,0
@swamiramdevofficial,Swami Ramdev,youtube,fitness,11600000,3.4,IN,FALSE,0
@joshtalkshindi,जो�?Talks,youtube,lifestyle,11600000,5.58,,FALSE,0
@platabush,PlataBush,youtube,lifestyle,11500000,50,,FALSE,0
@qpark,QPark,youtube,comedy,11500000,34.19,,FALSE,0
@oddlysatisfyingslimeasmr,Oddly Satisfying Slime ASMR,youtube,comedy,11500000,10.36,,FALSE,0
@disneymusiclavevo,DisneyMusicLAVEVO,youtube,music,11500000,50,,FALSE,0
@andr3w_wave,andrew_wave,youtube,lifestyle,11500000,25.02,,FALSE,0
@sambucha,Sambucha,youtube,lifestyle,11500000,44.44,,FALSE,0
@jennyhoyos,Jenny Hoyos,youtube,lifestyle,11500000,19.07,,FALSE,0
@nagarajsangeetha,With Love Nagaraj Sangeetha,youtube,fashion,11500000,50,,FALSE,0
@jiohotstar,JioHotstar,youtube,lifestyle,11500000,7.41,,FALSE,0
@ruhulshorts1,Ruhul Shorts,youtube,business,11500000,50,,FALSE,0
@sontungmtp,Sơn Tùng M-TP Official,youtube,lifestyle,11500000,50,,FALSE,0
@calvinharrisvevo,CalvinHarrisVEVO,youtube,music,11500000,50,,FALSE,0
@mrgearofficial,MrGear,youtube,business,11500000,32.21,,FALSE,0
@zoetube,ZoeTube,youtube,lifestyle,11500000,31.2,,FALSE,0
@maahijoshishorts,Maahi Joshi,youtube,lifestyle,11500000,36.45,,FALSE,0
@gaanenayepuraane,Gaane Naye Purane,youtube,lifestyle,11500000,9.87,,FALSE,0
@williamlast_krm,William Last KRM,instagram,lifestyle,11442929,1.57,,TRUE,0
@cracksyoutube,CRACKS,youtube,lifestyle,11400000,19.56,,FALSE,0
@windy31letsgoodplays,windy31,youtube,lifestyle,11400000,8.85,,FALSE,0
@aurikatariina,ᴀᴜʀɪ ??tiktok,lifestyle,11400000,5.91,,TRUE,0,
@dude.dans_,Dude Dans,youtube,music,11400000,50,,FALSE,0
@latinhype.,LatinHype,youtube,lifestyle,11400000,50,,FALSE,0
@thebnbrothers,The BN Brothers,youtube,comedy,11400000,43.15,,FALSE,0
@lalafun-kids-nursery-rhymes,Lalafun - Nursery Rhymes,youtube,music,11400000,50,,FALSE,0
@pinarecords,Pina Records,youtube,music,11400000,50,,FALSE,0
@miraculous,Miraculous Ladybug,youtube,lifestyle,11400000,28.11,,FALSE,0
@animasinopal,animasinopal,youtube,lifestyle,11400000,50,,FALSE,0
@sarthaktoo,Sarthak Sachdeva Too,youtube,lifestyle,11400000,50,,FALSE,0
@dplatnumz,Diamond Platnumz,youtube,music,11400000,19.29,,FALSE,0
@funnyclubtv,Funny Club TV,youtube,food,11400000,31.27,,FALSE,0
@chetan026,Chetan the backbencher,youtube,lifestyle,11400000,29.59,,FALSE,0
@kunalmonu,Kunal monu,youtube,business,11400000,20.69,,FALSE,0
@tonytv1994,TonyTV,youtube,lifestyle,11400000,50,,FALSE,0
@gtfuntv,GTfunTV,youtube,comedy,11400000,50,,FALSE,0
@hindikahaniyan,Hindi Kahaniya,youtube,food,11400000,18.72,,FALSE,0
@onemore_tsp,One More,youtube,lifestyle,11400000,19.56,,FALSE,0
@tyga,Tyga,tiktok,lifestyle,11300000,8.08,,TRUE,0
@zlatanibrahimovic,Zlatan Ibrahimović,tiktok,lifestyle,11300000,7.54,,TRUE,0
@matheusekauan,Matheus e Kauan,youtube,lifestyle,11300000,50,,FALSE,0
@glitchplaysroblox,Glitch,youtube,business,11300000,17.79,,FALSE,0
@izabelastress,Izabela Stress,youtube,lifestyle,11300000,24.28,,FALSE,0
@dababy,DaBaby,youtube,lifestyle,11300000,50,,FALSE,0
@madfit,MadFit,youtube,fitness,11300000,10.26,CA,FALSE,0
@hifunny,HiFunnie,youtube,lifestyle,11300000,17.04,,FALSE,0
@yunuskhan.,Yunus Khan,youtube,lifestyle,11300000,23.47,,FALSE,0
@juanpazurita,Juanpa Zurita,youtube,lifestyle,11300000,21.91,,FALSE,0
@kessel_nathan,Nathan Kessel,youtube,food,11300000,48.8,,FALSE,0
@tiana07,Tiana,youtube,business,11300000,27.15,,FALSE,0
@mrlololoshka,MrLololoshka (?оман Фил??енков),youtube,lifestyle,11300000,11.56,,FALSE,0
@topmovieclips5056,TopMovieClips,youtube,lifestyle,11300000,50,,FALSE,0
@wassabi,Alex Wassabi,youtube,business,11300000,30.25,,FALSE,0
@vikramsinghfitness55,Vikram Singh Fitness,youtube,fitness,11300000,5.07,,FALSE,0
@elalfaeljefetv,ElAlfaElJefeTV,youtube,music,11300000,50,,FALSE,0
@surjeetswag,Surjeet Swag,youtube,comedy,11200000,37.19,,FALSE,0
@disneychannelanimation,Disney Channel Animation,youtube,lifestyle,11200000,12.09,,FALSE,0
@onerepublic,OneRepublic,youtube,music,11200000,50,,FALSE,0
@kanandy,Kan Andrey,youtube,comedy,11200000,50,,FALSE,0
@viihtube,Viih Tube,youtube,lifestyle,11200000,12.72,,FALSE,0
@justintimberlake,Justin Timberlake,youtube,music,11200000,50,,FALSE,0
@avocadocouple,Avocado Couple I Crazy Comics,youtube,music,11200000,18.58,,FALSE,0
@soolkingoff,Soolking Officiel,youtube,lifestyle,11200000,50,,FALSE,0
@maytree_music,Maytree 메이?�리,tiktok,music,11200000,50,,TRUE,0
@hungrybirds4803,Hungry Birds,youtube,food,11200000,50,,FALSE,0
@thevibeguide,The Vibe Guide,youtube,music,11100000,18.45,,FALSE,0
@spindlehorse,Vivziepop,youtube,music,11100000,46.59,,FALSE,0
@beluga1,Beluga,youtube,lifestyle,11100000,50,,FALSE,0
@_rl9,Robert Lewandowski,tiktok,lifestyle,11100000,16.46,,TRUE,0
@texasbeeworks,Erika Thompson,tiktok,lifestyle,11100000,15.89,,TRUE,0
@UConnM5zwOP9vG_LPTYbRsAg,Lâm Vlog,youtube,lifestyle,11100000,50,,FALSE,0
@zeeshanpasha01,Zeeshan Pasha,youtube,lifestyle,11100000,24.07,,FALSE,0
@noumanhassan8,Nouman Hassan,youtube,lifestyle,11000000,8.9,,FALSE,0
@sahuoriginal,Sahu original,youtube,lifestyle,11000000,50,,FALSE,0
@betogamer10,BETO GAMER,youtube,gaming,11000000,8.36,,FALSE,0
@theweeknd,The Weeknd,tiktok,lifestyle,11000000,50,,TRUE,0
@classicmrbean,Classic Mr Bean,youtube,lifestyle,11000000,12.23,,FALSE,0
@somacguffin,?�맥거�?,youtube,lifestyle,11000000,50,,FALSE,0
@blogilates,blogilates,youtube,fitness,11000000,3.21,US,FALSE,0
@primitivetechnology9550,Primitive Technology,youtube,tech,11000000,50,,FALSE,0
@brookemonk,Brooke Monk,youtube,beauty,11000000,26.62,,FALSE,0
@diyaishwarya,Diya Ishwarya,youtube,lifestyle,11000000,50,,FALSE,0
@storror,STORROR,youtube,lifestyle,11000000,49.01,,FALSE,0
@majatvhindistoriesofficial,MaJa Tv Hindi Stories,youtube,lifestyle,11000000,50,,FALSE,0
@vanzai,vanzai,youtube,lifestyle,11000000,50,,FALSE,0
@mrandmrskoranga,Mr and Mrs Koranga ,youtube,lifestyle,11000000,33.41,,FALSE,0
@itsyoungmiko,baby miko ?��,tiktok,lifestyle,11000000,8.17,,TRUE,0
@boysandtoys,Boys and Toys,youtube,lifestyle,11000000,50,,FALSE,0
@pawpatrolofficial,PAW Patrol Official & Friends,youtube,lifestyle,11000000,13.9,,FALSE,0
@jessiejofficial,Jessie J,youtube,lifestyle,10900000,50,,FALSE,0
@dsl_english,DSL English,youtube,lifestyle,10900000,2.11,,FALSE,0
@mrballen,MrBallen,youtube,lifestyle,10900000,33.63,,FALSE,0
@dalasreview,Dalas Review,youtube,gaming,10900000,13.68,,FALSE,0
@wildcookbook,Wild Cookbook,youtube,food,10900000,50,,FALSE,0
@stampycat,stampylonghead,youtube,gaming,10900000,18.15,,FALSE,0
@sanjhalikavlog,Sanjhalika Vlog,youtube,lifestyle,10900000,50,,FALSE,0
@kidifun,Kidi Fun,youtube,music,10900000,50,,FALSE,0
@universalpictures,Universal Pictures,youtube,lifestyle,10900000,22.37,,FALSE,0
@shilohandbros,Shiloh & Bros,youtube,gaming,10900000,50,,FALSE,0
@agnitshorts1,Agnit Shorts,youtube,lifestyle,10900000,50,,FALSE,0
@carwow,carwow,youtube,lifestyle,10900000,14.39,,FALSE,0
@cash,Cash,youtube,lifestyle,10800000,21.54,,FALSE,0
@chillnation,Chill Nation,youtube,music,10800000,15.57,,FALSE,0
@saregamatamil,Saregama Tamil,youtube,music,10800000,6.19,,FALSE,0
@moriahelizabeth,Moriah Elizabeth,youtube,business,10800000,50,,FALSE,0
@jubilee,Jubilee,youtube,lifestyle,10800000,15.14,,FALSE,0
@sofimanassyan,Sofi Manassyan,youtube,business,10800000,50,,FALSE,0
@asapscience,AsapSCIENCE,youtube,lifestyle,10800000,34.79,,FALSE,0
@magicfive5,Magic Five,youtube,lifestyle,10800000,9.84,,FALSE,0
@stillwatchingnetflix,Still Watching Netflix,youtube,gaming,10800000,6.74,,FALSE,0
@cleanbandit,Clean Bandit,youtube,lifestyle,10800000,50,,FALSE,0
@cookwithparul,CookwithParul,youtube,food,10800000,10.58,,FALSE,0
@camman18,camman18,youtube,lifestyle,10800000,50,,FALSE,0
@adven,ADVEN,youtube,gaming,10800000,23.34,,FALSE,0
@skydoesshorts,Sky Does Everything,youtube,gaming,10800000,17.11,,FALSE,0
@nirvana,Nirvana,youtube,lifestyle,10800000,50,,FALSE,0
@bobbyparrish,Bobby Parrish,youtube,education,10800000,31.18,,FALSE,0
@harshasaiforyou,Harsha Sai - For You Telugu,youtube,lifestyle,10700000,50,,FALSE,0
@ursmartmakershorts,Ur SmartMaker Shorts,youtube,business,10700000,50,,FALSE,0
@pamelarf1,Pamela Reif,youtube,fitness,10700000,50,,FALSE,0
@isabellaafro,Isabell afro,youtube,travel,10700000,49.12,,FALSE,0
@nilered,NileRed,youtube,beauty,10700000,50,,FALSE,0
@rifanaartandcraft,Rifana art & craft,youtube,music,10700000,29.36,,FALSE,0
@princeyuvrajsen09,Prince Yuvraj Sen 09,youtube,lifestyle,10700000,21.86,,FALSE,0
@sierrarhiaenglish,Sierra and Rhia English,youtube,education,10700000,49.58,,FALSE,0
@willsmith,Will Smith,youtube,lifestyle,10700000,50,,FALSE,0
@rehkanofficial8333,REHKAN OFFICIAL,youtube,lifestyle,10700000,25.5,,FALSE,0
@sooneeta,Sooneeta,youtube,gaming,10700000,6.14,,FALSE,0
@filtercopy,FilterCopy,youtube,lifestyle,10700000,32.83,,FALSE,0
@rawatvlcomedy,Rawat VL Comedy,youtube,comedy,10600000,32.17,,FALSE,0
@adamthomasmoran,AdamThomasMoran,youtube,lifestyle,10600000,31.57,,FALSE,0
@sypherpk,SypherPK,youtube,gaming,10600000,19.12,,FALSE,0
@madsbaileybabe,Maddie L Bailey,tiktok,lifestyle,10600000,9.78,,TRUE,0
@arkaadil,Ark,youtube,business,10600000,50,,FALSE,0
@mrnigelng,mrnigelng,youtube,food,10600000,50,,FALSE,0
@its.bellido,Lucía Bellido?��,tiktok,lifestyle,10600000,7.31,,TRUE,0
@sarabeautycorner,"SaraBeautyCorner - DIY, Comedy, Makeup, Nail Art",youtube,fashion,10600000,50,,FALSE,0
@motivationaldoc,motivationaldoc,youtube,lifestyle,10600000,2.44,,FALSE,0
@t22felton,Tom Felton,tiktok,music,10600000,9.93,,TRUE,0
@fufusquishy_blindbag,FuFu Squishy,youtube,lifestyle,10600000,41.56,,FALSE,0
@hillsongworship,Hillsong Worship,youtube,music,10600000,50,,FALSE,0
@bigdawstv,BigDawsTv,youtube,lifestyle,10600000,50,,FALSE,0
@joshuaweissman,Joshua Weissman,youtube,food,10600000,28.16,,FALSE,0
@manimerajvines,Mani Meraj Vines,youtube,business,10600000,50,,FALSE,0
@universalkids,Universal Kids,youtube,gaming,10600000,20.7,,FALSE,0
@nilered,NileRed,tiktok,beauty,10600000,12.87,,TRUE,0
@bhadbhabie,BHAD BHABIE,tiktok,lifestyle,10600000,6.27,,TRUE,0
@chefcatchangan666,Chef Cat ChangAn ,youtube,food,10600000,50,,FALSE,0
@mccreamy,McCreamy,youtube,gaming,10600000,24.22,,FALSE,0
@ladivaza,LA DIVAZA,youtube,lifestyle,10500000,37.81,,FALSE,0
@liachacha_en,LiaChaCha - Nursery Rhymes & Baby Songs,youtube,travel,10500000,50,,FALSE,0
@slayypointofficial,Slayy Point,youtube,travel,10500000,50,,FALSE,0
@foujifactoryindore,Indore Physical Academy - Fouji Factory,youtube,lifestyle,10500000,18.94,,FALSE,0
@oaujunhiend,OAUJUN HI-END,youtube,lifestyle,10500000,39.85,,FALSE,0
@craftingeek,Craftingeek*,youtube,lifestyle,10500000,12.59,,FALSE,0
@aviciivevo,AviciiOfficialVEVO,youtube,lifestyle,10500000,50,,FALSE,0
@excitedbro,Excited Bro,youtube,comedy,10500000,41.66,,FALSE,0
@osrdigital,OSR Digital,youtube,lifestyle,10500000,9.04,,FALSE,0
@cmvbd,CMV,youtube,music,10500000,50,,FALSE,0
@zoella280390,Zoella,youtube,lifestyle,10500000,29.67,,FALSE,0
@howitshouldhaveended,How It Should Have Ended,youtube,comedy,10500000,50,,FALSE,0
@nfrealmusic,NFrealmusic,youtube,music,10500000,50,,FALSE,0
@handsomejack-thebigdevil,?�克大魔?�㊣,youtube,lifestyle,10500000,50,,FALSE,0
@miniminter,Miniminter,youtube,lifestyle,10500000,16.53,,FALSE,0
@bingingwithbabish,Binging with Babish,youtube,food,10500000,26.79,US,FALSE,0
@spongebobofficial,SpongeBob SquarePants Official,youtube,lifestyle,10500000,39.06,,FALSE,0
@tieubaobaothom,Thơ Nguyễn,youtube,lifestyle,10500000,28.38,,FALSE,0
@familyfunpack,Family Fun Pack,youtube,travel,10500000,43.75,,FALSE,0
@lilbabyatl,Lil Baby Official ,youtube,lifestyle,10400000,50,,FALSE,0
@skipthetutorial,Skip the Tutorial,youtube,gaming,10400000,20.06,,FALSE,0
@peachybbies,Peachybbies,youtube,lifestyle,10400000,28.96,,FALSE,0
@mirandasings,Miranda Sings,youtube,music,10400000,24.43,,FALSE,0
@jeremyhutchins,Jeremy Hutchins,youtube,food,10400000,50,,FALSE,0
@makefactsof,Make Facts Of,youtube,lifestyle,10400000,6.21,,FALSE,0
@tool_items,Tool Items,youtube,lifestyle,10400000,50,,FALSE,0
@hannahstocking,Hannah Stocking,youtube,lifestyle,10400000,50,,FALSE,0
@mrfaisalkhanagra,Mr Faisal Khan ,youtube,business,10400000,50,,FALSE,0
@akkupatil2,Akku Patil2,youtube,lifestyle,10400000,50,,FALSE,0
@johnnyorlando,johnny orlando,tiktok,music,10400000,5.36,,TRUE,0
@kidslearningsongs,Kids Learning Songs,youtube,music,10400000,50,,FALSE,0
@jesse,Jesse,youtube,fashion,10400000,50,,FALSE,0
@frameorder,Frame Order,youtube,lifestyle,10400000,37.97,,FALSE,0
@xinxin889,?�昕,youtube,lifestyle,10400000,50,,FALSE,0
@deanschneider.official,dean.schneider,tiktok,lifestyle,10400000,6.78,,TRUE,0
@commandoacademyphysical,COMMANDO ACADEMY PHYSICAL,youtube,lifestyle,10400000,15.9,,FALSE,0
@rahulgandhi,Rahul Gandhi,youtube,lifestyle,10300000,7.76,,FALSE,0
@mrizkybillar,Rizky Billar,tiktok,lifestyle,10300000,5.25,,TRUE,0
@swara_singh,Swara Singh,youtube,music,10300000,50,,FALSE,0
@vdud,в??д?,youtube,lifestyle,10300000,50,,FALSE,0
@hydraulicpresschannel,Hydraulic Press Channel,youtube,lifestyle,10300000,50,,FALSE,0
@chadabin,Cha Dabin,youtube,music,10300000,49.29,,FALSE,0
@ehbeefamily,The Bee Family,youtube,lifestyle,10300000,28.22,,FALSE,0
@jagiya024,Jagiya the fun,youtube,lifestyle,10300000,50,,FALSE,0
@liluzivert,LIL UZI VERT,youtube,lifestyle,10300000,50,,FALSE,0
@dlwlrma,?��?�?[IU Official],youtube,lifestyle,10300000,50,,FALSE,0
@bankii,BANKII,youtube,lifestyle,10300000,48.44,,FALSE,0
@fouseytube,FOUSEY,youtube,lifestyle,10300000,50,,FALSE,0
@ntnvlogsnguyenthanhnam,NTN,youtube,lifestyle,10300000,50,,FALSE,0
@apdrawing,A P DRAWING,youtube,lifestyle,10300000,2.95,,FALSE,0
@thewiggles,The Wiggles,youtube,music,10200000,41.65,,FALSE,0
@techielashorts,TECH-iELA Shorts,youtube,tech,10200000,39.28,,FALSE,0
@agml612,Amanda Manopo,tiktok,lifestyle,10200000,6.21,,TRUE,0
@paigeniemann,Paige Niemann,tiktok,lifestyle,10200000,17.79,,FALSE,0
@javiluna,Javi Luna,tiktok,lifestyle,10200000,7.66,,TRUE,0
@fer_jalil,Fer Jalil,youtube,lifestyle,10200000,39.24,,FALSE,0
@happykelli,Happy Kelli,youtube,lifestyle,10200000,50,,FALSE,0
@bryantmyerstv,Bryant Myers,youtube,music,10200000,50,,FALSE,0
@selflearningthai,ครูนก�?�?���?youtube,education,10200000,20.77,,FALSE,0,
@gottalentespana,Got Talent España,youtube,lifestyle,10200000,12.97,,FALSE,0
@cg5,CG5,youtube,gaming,10200000,50,,FALSE,0
@maiaramaraisaoficial,Maiara e Maraisa,youtube,music,10200000,50,,FALSE,0
@jinandhattie,Jin and Hattie,youtube,lifestyle,10200000,50,,FALSE,0
@netflixfamily,Netflix Family,youtube,gaming,10200000,18.32,,FALSE,0
@haashoficial,Ha*Ash,youtube,lifestyle,10200000,50,,FALSE,0
@arhaan_ki_masti,Arhaan Ki Masti,youtube,lifestyle,10200000,46.21,,FALSE,0
@angelesazulesoficial,Los Ángeles Azules,youtube,lifestyle,10200000,50,,FALSE,0
@safiya,Safiya Nygaard,youtube,lifestyle,10200000,50,,FALSE,0
@laurenzside,LaurenZside,youtube,gaming,10200000,20.25,,FALSE,0
@berthoh,BERTH-OH,youtube,lifestyle,10200000,19.11,,FALSE,0
@madcap_alive,MadCaP,youtube,business,10200000,50,,FALSE,0
@bullyjuice,BullyJuice,youtube,lifestyle,10100000,50,,FALSE,0
@inquisitormaster,InquisitorMaster,youtube,lifestyle,10100000,23.43,,FALSE,0
@street_dog_pluto,Street Dog Pluto,youtube,education,10100000,31.62,,FALSE,0
@caylusblox,CaylusBlox,youtube,lifestyle,10100000,34.6,,FALSE,0
@utkalcartoonworld,utkal cartoonworld,youtube,lifestyle,10100000,50,,FALSE,0
@21savage,21 Savage,youtube,music,10100000,50,,FALSE,0
@gajabtathya,GajabTathya,youtube,lifestyle,10100000,20.43,,FALSE,0
@littlebodybigheart,Melanie Martinez,tiktok,lifestyle,10100000,37.25,,TRUE,0
@corridor,Corridor Digital,youtube,lifestyle,10100000,50,,FALSE,0
@sofiawylie,Sofia Wylie,tiktok,lifestyle,10100000,5.48,,TRUE,0
@samsung,Samsung,youtube,tech,10100000,10.19,,FALSE,0
@xobrooklynne,Brooklynne Webb,tiktok,lifestyle,10100000,5.45,,TRUE,0
@vitalyzdtv,VitalyzdTv,youtube,music,10100000,50,,FALSE,0
@babybella777,Bella Hadid,tiktok,lifestyle,10100000,9.64,,TRUE,0
@jaysharon,Jay & Sharon,youtube,lifestyle,10100000,50,,FALSE,0
@sofiedossi,Sofie Dossi,youtube,business,10100000,40.4,,FALSE,0
@shawnmendesvevo,ShawnMendesVEVO,youtube,music,10100000,50,,FALSE,0
@reiley,Rei,tiktok,comedy,10100000,10.1,,TRUE,0
@healthyhamesha,Healthy Hamesha,youtube,lifestyle,10100000,15.74,,FALSE,0
@lastweektonight,LastWeekTonight,youtube,lifestyle,10100000,47.03,,FALSE,0
@realgummybear,The Official Gummibär Channel,youtube,music,10100000,50,,FALSE,0
@shrutiarjunanand,Shruti Arjun Anand,youtube,fashion,10100000,36.43,,FALSE,0
@nagaswaraofficial,NAGASWARA Official Video Indonesian Music Channel,youtube,music,10000000,19.82,,FALSE,0
@kapilsharmak9,Kapil Sharma,youtube,comedy,10000000,46.97,,FALSE,0
@soyummy,So Yummy,youtube,food,10000000,27.06,,FALSE,0
@mmmjoemele,mmmjoemele,youtube,lifestyle,10000000,50,,FALSE,0
@chatpattoytv,chatpat toy tv,youtube,tech,10000000,17.77,,FALSE,0
@bingesociety,Binge Society,youtube,lifestyle,10000000,10.61,,FALSE,0
@malikofficial009,Malikofficial009 ,youtube,lifestyle,10000000,28.6,,FALSE,0
@manuelturizomt,Manuel Turizo,youtube,music,10000000,50,,FALSE,0
@mobscartoon,MobsCartoon,youtube,comedy,10000000,50,,FALSE,0
@celinedion,Celine Dion,youtube,lifestyle,10000000,50,,FALSE,0
@lilpeepofficial,Lil Peep,youtube,music,10000000,50,,FALSE,0
@tomiii11_oficial,tomiii 11,youtube,lifestyle,10000000,17.88,,FALSE,0
@iammobo,I am MoBo,youtube,business,10000000,50,,FALSE,0
@romanatwood,RomanAtwood,youtube,lifestyle,10000000,50,,FALSE,0
@sptrakori_,Sptrakori_Official,youtube,lifestyle,10000000,16.11,,FALSE,0
@macklemore,Macklemore,youtube,lifestyle,10000000,50,,FALSE,0
@sushiramen-riku,?�し?�ー?�ん?�り?��?youtube,lifestyle,10000000,45.31,,FALSE,0,
@tuvok,Tuvok12,youtube,lifestyle,9980000,50,,FALSE,0
@chotapushparaj0707,chota_pushparaj07,youtube,business,9980000,12.02,,FALSE,0
@whitneyhoustonmusic,Whitney Houston,youtube,lifestyle,9980000,50,,FALSE,0
@vlogger_ayaan,Vlogger Ayaan,youtube,comedy,9980000,42.25,,FALSE,0
@saregamasouth,Saregama Telugu,youtube,music,9970000,8.56,,FALSE,0
@gurudev,Gurudev Sri Sri Ravi Shankar,youtube,lifestyle,9970000,1.82,,FALSE,0
@moscow_spider,Moscow Spider,youtube,lifestyle,9960000,14.25,,FALSE,0
@jerryrigeverything,JerryRigEverything,youtube,tech,9960000,19.07,US,FALSE,0
@maryanalokel,Maryana Lokel,youtube,lifestyle,9960000,50,,FALSE,0
@youtubecreators,YouTube Creators,youtube,lifestyle,9950000,6.41,,FALSE,0
@johnnyandmarty,Johnny and Marty,youtube,lifestyle,9950000,17.35,,FALSE,0
@sydneymorgan,Sydney Morgan,youtube,lifestyle,9930000,32.57,,FALSE,0
@funkidshouse,Fun Kids House,youtube,lifestyle,9930000,50,,FALSE,0
@nemishorts,Nemi Shorts,youtube,lifestyle,9930000,32.94,,FALSE,0
@lalalearn9944,La La Learn,youtube,music,9920000,50,,FALSE,0
@mileycyrusvevo,MileyCyrusVEVO,youtube,lifestyle,9920000,50,,FALSE,0
@khalid,Khalid,youtube,lifestyle,9910000,50,,FALSE,0
@hetaldiyqueen-sb2fv,Hetal DIY Queen,youtube,lifestyle,9900000,50,,FALSE,0
@tillyramsay,tillyramsay,tiktok,lifestyle,9900000,15.8,,TRUE,0
@gabrielarochaoficial,Gabriela Rocha,youtube,music,9890000,50,,FALSE,0
@smlmovies,SML,youtube,business,9890000,50,,FALSE,0
@itzy,ITZY,youtube,lifestyle,9890000,16.6,,FALSE,0
@mothergooseclub,Mother Goose Club,youtube,music,9890000,50,,FALSE,0
@lankyboxworld,LankyBox World,youtube,gaming,9880000,24.46,,FALSE,0
@weareoneexo,EXO,youtube,lifestyle,9880000,21.81,,FALSE,0
@briannamizura,Brianna Mizura,youtube,lifestyle,9880000,44.05,,FALSE,0
@factamatar,Factomato,youtube,education,9860000,50,,FALSE,0
@popsmoke6394,POP SMOKE,youtube,lifestyle,9860000,50,,FALSE,0
@kodakblack,Kodak Black,youtube,music,9840000,50,,FALSE,0
@georgenotfound,GeorgeNotFound,youtube,business,9830000,50,,FALSE,0
@fizzle_wop,Fizzle Wop,youtube,education,9820000,50,,FALSE,0
@zefelipe,Zé Felipe,youtube,lifestyle,9820000,50,,FALSE,0
@bob_reese,Bob Reese,youtube,lifestyle,9820000,50,,FALSE,0
@billnye,Bill Nye,tiktok,lifestyle,9800000,6.55,,TRUE,0
@lukas.urkijo,Lukas urkijo,tiktok,lifestyle,9800000,10.74,,TRUE,0
@kamalaharris,Kamala Harris,tiktok,lifestyle,9800000,6.27,,TRUE,0
@samseats,Sam Way,tiktok,food,9800000,7.66,,TRUE,0
@lilyachty,lilyachty,tiktok,lifestyle,9800000,8.24,,TRUE,0
@robocarpoli,Robocar POLI TV,youtube,lifestyle,9800000,22.67,,FALSE,0
@mcstanofficial666,MC ST?N  ,youtube,lifestyle,9790000,50,,FALSE,0
@ricegum,RiceGum,youtube,music,9790000,50,,FALSE,0
@tdbricks,TD BRICKS,youtube,music,9780000,50,,FALSE,0
@adifishman,Adi Fishman,youtube,lifestyle,9780000,50,,FALSE,0
@jasonvlogshindi,Jason Vlogs Hindi,youtube,lifestyle,9780000,50,,FALSE,0
